"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
337,"28928037","iBRC28928037","","iRecord | iRecord general data","Species","Sepsis cynipsea","","insect - true fly (Diptera)","Animalia","Diptera","Sepsidae","NBNSYS0000012949","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","male","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","21/12/2022 16:47","Accepted","Considered correct","","Crellin, Steven","21/12/2022 16:47","","Passed checks"
338,"28928034","iBRC28928034","","iRecord | iRecord general data","Species","Opomyza germinationis","","insect - true fly (Diptera)","Animalia","Diptera","Opomyzidae","NBNSYS0000029287","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","A","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
339,"28928033","iBRC28928033","","iRecord | iRecord general data","Species","Opomyza florum","","insect - true fly (Diptera)","Animalia","Diptera","Opomyzidae","NBNSYS0000029286","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
340,"28928032","iBRC28928032","","iRecord | iRecord general data","Genus","Pipunculus","","insect - true fly (Diptera)","Animalia","Diptera","Pipunculidae","NBNSYS0000050448","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
341,"28928031","iBRC28928031","","iRecord | iRecord general data","Species","Suillia variegata","","insect - true fly (Diptera)","Animalia","Diptera","Heleomyzidae","NBNSYS0000029054","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 19:28","Accepted","Considered correct","","Andrews, Ian","18/12/2022 19:28","","Passed checks"
342,"28928030","iBRC28928030","","iRecord | iRecord general data","Family","Dolichopodidae","","insect - true fly (Diptera)","Animalia","Diptera","Dolichopodidae","NBNSYS0000159881","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","23/03/2023 08:48","Unconfirmed","Plausible","","Rostron, Glenn","23/03/2023 08:48","","Passed checks"
343,"28928029","iBRC28928029","","iRecord | iRecord general data","Species","Lonchoptera lutea","","insect - true fly (Diptera)","Animalia","Diptera","Lonchopteridae","NBNSYS0000028481","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
344,"28928028","iBRC28928028","","iRecord | iRecord general data","Genus","Platypalpus","","insect - true fly (Diptera)","Animalia","Diptera","Hybotidae","NBNSYS0000041858","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
345,"28928027","iBRC28928027","","iRecord | iRecord general data","Family","Mycetophilidae","","insect - true fly (Diptera)","Animalia","Diptera","Mycetophilidae","NBNSYS0000160474","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
346,"28928026","iBRC28928026","","iRecord | iRecord general data","Family","Cecidomyiidae","","insect - true fly (Diptera)","Animalia","Diptera","Cecidomyiidae","NBNSYS0000159608","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
347,"28928025","iBRC28928025","","iRecord | iRecord general data","Family","Sciaridae","","insect - true fly (Diptera)","Animalia","Diptera","Sciaridae","NBNSYS0000160953","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
348,"28928024","iBRC28928024","","iRecord | iRecord general data","Family","Culicidae","Mosquito","insect - true fly (Diptera)","Animalia","Diptera","Culicidae","NBNSYS0000040182","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
349,"28928023","iBRC28928023","","iRecord | iRecord general data","Species","Neoitamus cyanurus","Common Awl Robberfly","insect - true fly (Diptera)","Animalia","Diptera","Asilidae","NBNSYS0000007904","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","19/12/2022 11:23","Accepted","Considered correct","","Harvey, Martin C.","19/12/2022 11:23","","Failed checks"
350,"28928022","iBRC28928022","","iRecord | iRecord general data","Species","Syrphus ribesii","","insect - true fly (Diptera)","Animalia","Diptera","Syrphidae","NBNSYS0000006964","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","Yellow femur","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 16:04","Accepted","Considered correct","","Morris, Roger","18/12/2022 16:04","","Failed checks"
351,"28928021","iBRC28928021","","iRecord | iRecord general data","Species","Platycheirus albimanus","","insect - true fly (Diptera)","Animalia","Diptera","Syrphidae","NBNSYS0000006871","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","male","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 16:04","Accepted","Considered correct","","Morris, Roger","18/12/2022 16:04","","Failed checks"
352,"28928020","iBRC28928020","","iRecord | iRecord general data","Species","Episyrphus balteatus","Marmalade Hoverfly","insect - true fly (Diptera)","Animalia","Diptera","Syrphidae","NBNSYS0000006916","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 16:04","Accepted","Considered correct","","Morris, Roger","18/12/2022 16:04","","Passed checks"
353,"28928019","iBRC28928019","","iRecord | iRecord general data","Species","Orchesia minor","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Melandryidae","NBNSYS0000024885","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
354,"28928017","iBRC28928017","","iRecord | iRecord general data","Species","Meligethes aeneus","Common Pollen Beetle","insect - beetle (Coleoptera)","Animalia","Coleoptera","Nitidulidae","NHMSYS0020152557","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","27/12/2022 07:27","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:27","","Passed checks"
355,"28928015","iBRC28928015","","iRecord | iRecord general data","Species","Cortinicara gibbosa","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Latridiidae","NBNSYS0000024763","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","27/12/2022 07:27","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:27","","Passed checks"
356,"28928014","iBRC28928014","","iRecord | iRecord general data","Species","Corticarina minuta","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Latridiidae","NHMSYS0021162584","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
357,"28928013","iBRC28928013","","iRecord | iRecord general data","Species","Strophosoma melanogrammum","Nut Leaf Weevil","insect - beetle (Coleoptera)","Animalia","Coleoptera","Curculionidae","NBNSYS0000025164","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","27/12/2022 07:27","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:27","","Passed checks"
358,"28928012","iBRC28928012","","iRecord | iRecord general data","Species","Sitona obsoletus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Curculionidae","NHMSYS0021367074","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","Obsoletus ","Contract for Cheshire East Warden Service","","18/12/2022 14:57","01/06/2023 17:32","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:27","","Passed checks"
359,"28928011","iBRC28928011","","iRecord | iRecord general data","Species","Micrelus ericae","Small Heather Weevil","insect - beetle (Coleoptera)","Animalia","Coleoptera","Curculionidae","NBNSYS0000025349","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
360,"28928009","iBRC28928009","","iRecord | iRecord general data","Species","Quedius levicollis","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000155581","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","27/12/2022 07:27","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:27","","Passed checks"
361,"28928008","iBRC28928008","","iRecord | iRecord general data","Species","Placusa pumilio","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023710","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","","Certain","female","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
362,"28928007","iBRC28928007","","iRecord | iRecord general data","Genus","Acrotrichis","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Ptiliidae","NHMSYS0001716397","Little Heath at Brereton Heath","SJ79796502","53.18193578","-2.303791252","OSGB","10","SJ79796502","OSGB","Heathland, scrub, hedgerow","58","Cheshire","15/07/2019","15/07/2019","15/07/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Cheshire East Warden Service","","18/12/2022 14:57","18/12/2022 14:57","Unconfirmed","Not reviewed","","","","","Passed checks"
